answers,ownerId,quesId,summary,tags,views,votes
8,2649573,28305120,Differences between express.Router and app.get?,"node.js,express",316,316
25,243782,2390102,"How to set selected item of Spinner by value, not by position?","java,android,adapter,spinner",315,315
8,282144,8295131,Best practices for SQL varchar column length [closed],"mysql,sql,sql-server,postgresql",314,314
4,2812727,33305954,Typescript export vs. default export,"javascript,typescript,ecmascript-6",314,314
12,805437,7213541,What is Java Servlet?,"java,jakarta-ee,servlets",314,314
14,165495,8515729,Aborting a stash pop in Git,"git,git-stash",314,314
4,8005,3275816,Debugging iframes with Chrome developer tools,"debugging,iframe,google-chrome",314,314
7,174261,4252936,How do I use the conditional operator (? :) in Ruby?,"ruby,ternary-operator,conditional-operator",314,314
17,11618,344380,Why is January month 0 in Java Calendar?,"java,calendar",315,315
3,110028,5143769,How do I check if a given Python string is a substring of another one? [duplicate],"python,string,substring",314,314
18,1219368,36835123,How do I pass data to Angular routed components?,"angular,typescript",314,314
12,4831534,30290880,Rename a column in MySQL,"mysql,sql",314,314
10,145574,5331320,psql - save results of command to a file,"postgresql,psql",314,314
17,2018,18450,Is Mono ready for prime time? [closed],".net,open-source,mono",314,314
15,13913,167343,C# Lambda expressions: Why should I use them?,"c#,c#-3.0,lambda",314,314
4,1008222,8381499,Replace words in a string - Ruby,"ruby,ruby-on-rails-3",314,314
14,55377,1498648,SQL how to make null values come last when sorting ascending,"sql,sorting,sql-order-by",314,314
5,4510033,33854103,Why were Javascript `atob()` and `btoa()` named like that?,javascript,316,316
13,346561,6346120,How to DROP multiple columns with a single ALTER TABLE statement in SQL Server?,"sql,sql-server,tsql,alter",314,314
9,297508,2771676,Django datetime issues (default=datetime.now()),"python,django",314,314
3,566136,14998923,How can I copy the content of a branch to a new local branch?,"git,branch",314,314
22,79685,2202999,Why is textarea filled with mysterious white spaces?,"php,html,forms,textarea",314,314
23,39742,1206019,Converting string to title case,"c#,string",314,314
2,998549,13571700,Get first and last date of current month with JavaScript or jQuery [duplicate],"javascript,jquery,date,time",314,314
11,42974,431866,Ignore python multiple return value,"python,function,tuples",314,314
3,333291,2973436,"Regex lookahead, lookbehind and atomic groups","regex,lookaround",314,314
10,108512,4037928,Can you issue pull requests from the command line on GitHub?,"git,github,pull-request,github-cli",315,315
12,1396575,18880024,Start ssh-agent on login [closed],"git,ssh,bitbucket,redhat,ssh-agent",314,314
5,471812,4424579,std::vector versus std::array in C++,"c++,arrays,vector",315,315
4,19255,523482,Core Data vs SQLite 3 [closed],"cocoa,macos,core-data,sqlite",315,315
27,1533933,26486730,In android app Toolbar.setTitle method has no effect – application name is shown as title,"android,toolbar,android-support-library",314,314
10,1276811,11063673,What's the most concise way to read query parameters in AngularJS?,"angularjs,ngroute",316,316
42,383148,4060004,Calculate age given the birth date in the format YYYYMMDD,"javascript,date",314,314
28,563514,16017699,How can I check which version of Angular I'm using?,"angularjs,angular",314,314
15,68657,634546,Git merge reports “Already up-to-date” though there is a difference,"git,merge",315,315
2,12870,15435811,What is PEP8's E128: continuation line under-indented for visual indent?,"python,sublimetext2,pep8",316,316
10,99542,18594330,What is the best way to test for an empty string in Go?,"string,go,is-empty",316,316
8,853836,7053738,What is meant by Ems? (Android TextView),"android,textview",316,316
4,3006737,33945261,How to specify multiple return types using type-hints,"python,python-3.x,return-type,type-hinting,python-3.5",316,316
8,907044,9452108,How to use string.replace() in python 3.x,"python,python-3.x,string,replace",316,316
8,437,4725603,variable === undefined vs. typeof variable === “undefined”,"javascript,jquery,undefined",316,316
16,781,85553,When should I use a struct instead of a class?,".net,oop",315,315
11,1078084,27236275,What does `ValueError: cannot reindex from a duplicate axis` mean?,"python,pandas",316,316
15,4668,60950,Is there a better Windows Console Window? [closed],"windows,command-line,console,terminal,command-line-interface",316,316
11,784726,6242976,JavaScript hide/show element,javascript,314,314
9,1241149,14207109,Hiding elements in responsive layout?,"html,css,twitter-bootstrap,responsive-design",314,314
13,9236,217911,Why don't C++ compilers define operator== and operator!=?,"c++,operators",314,314
11,5000491,41474134,Nested routes with react router v4 / v5,"javascript,reactjs,nested,react-router,react-router-v4",314,314
25,-1,1631414,What is the best Battleship AI?,"c#,.net,artificial-intelligence",315,315
24,96643,1099672,When is it appropriate to use UDP instead of TCP? [closed],"networking,tcp,udp",314,314
3,935480,8840257,jQuery.ajax handling continue responses: “success:” vs “.done”?,"ajax,jquery",316,316
18,40933,355167,How are Anonymous inner classes used in Java?,"java,anonymous-class,anonymous-inner-class",314,314
8,20553,3840762,How do you UrlEncode without using System.Web?,"c#,.net,urlencode,.net-client-profile",314,314
25,3847326,24795079,"Error:(1, 0) Plugin with id 'com.android.application' not found","android,gradle,android-gradle-plugin",314,314
27,1577959,27095090,Laravel Checking If a Record Exists,"php,laravel,laravel-5,eloquent,conditional",314,314
5,26227,1101167,What is the difference between hg forget and hg remove?,"version-control,mercurial",314,314
6,58,1408,Make XAMPP / Apache serve file outside of htdocs folder [closed],"php,apache,xampp,server-configuration",314,314
25,577237,24026510,How do I shuffle an array in Swift?,"arrays,swift,shuffle",314,314
3,164299,2883840,Differences between git pull origin master & git pull origin/master,"git,version-control",316,316
9,1027042,8030538,How to implement custom JsonConverter in JSON.NET to deserialize a List of base class objects?,"c#,json,json.net,deserialization",316,316
11,656606,11102358,How to pass an array into a SQL Server stored procedure,"c#,sql-server,tsql,stored-procedures",315,315
3,1040006,16633246,Code coverage with Mocha,"node.js,unit-testing,code-coverage,mocha.js",315,315
10,246365,2507808,How to check whether a file is empty or not?,"python,file,file-length",315,315
15,365251,5678959,PHP - Check if two arrays are equal,"php,arrays",315,315
22,69803,838978,How to check if mysql database exists,"mysql,database,exists",315,315
20,1156707,14399534,Reference requirements.txt for the install_requires kwarg in setuptools setup.py file,"python,pip,setuptools,requirements.txt",315,315
16,21679,209133,Exception messages in English?,"c#,.net,exception,localization",316,316
4,2113427,29929963,Is there a way to show a preview of a RecyclerView's contents in the Android Studio editor?,"android,android-studio,android-recyclerview,android-tools-namespace",315,315
5,1797,16828,How do you do a case insensitive search using a pattern modifier using less?,"unix,search,case-insensitive,less-unix",315,315
10,320724,6255839,"Show space, tab, CRLF characters in editor of Visual Studio",visual-studio,315,315
6,284544,3531318,Convert.ChangeType() fails on Nullable Types,"c#,.net,reflection",315,315
9,630189,11013587,Differences between strong and weak in Objective-C,objective-c,315,315
37,6156989,44200075,Val and Var in Kotlin,kotlin,316,316
9,77449,843780,Store boolean value in SQLite,sqlite,315,315
21,986,100841,Artificially create a connection timeout error,"networking,network-programming,connection,tcp",316,316
29,963396,24586110,Resolve promises one after another (i.e. in sequence)?,"javascript,promise,q,sequential,serial-processing",315,315
9,2246727,15821532,Get current AUTO_INCREMENT value for any table,"mysql,auto-increment",315,315
13,768264,6877238,What is the Windows equivalent of the diff command?,"windows,cmd,diff",315,315
13,113124,3538021,Why do we use Base64?,"algorithm,character-encoding,binary,ascii,base64",317,317
32,-1,999313,iPhone app signing: A valid signing identity matching this profile could not be found in your keychain,"ios,xcode",314,314
16,15352,142357,What are the best JVM settings for Eclipse? [closed],"eclipse,jvm",315,315
16,606627,4922943,Test if remote TCP port is open from a shell script,"shell,tcp,port,solaris,telnet",316,316
24,89818,910793,Detect encoding and make everything UTF-8,"php,encoding,utf-8,character-encoding",315,315
9,638821,5439529,Determine if a String is an Integer in Java [duplicate],"java,string,int",316,316
12,835805,8814472,How to make an HTML back link?,"javascript,html,hyperlink",312,312
8,2316009,16660900,WebForms UnobtrusiveValidationMode requires a ScriptResourceMapping for 'jquery'. Please add a ScriptResourceMapping named jquery(case-sensitive),"html,asp.net,visual-studio,word-count",312,312
10,361247,25579868,How to add footnotes to GitHub-flavoured Markdown?,"markdown,github-flavored-markdown,multimarkdown",312,312
99,-1,61088,Hidden Features of JavaScript? [closed],"javascript,hidden-features",312,312
23,7604,74385,How to convert DateTime to VarChar,"sql,sql-server,datetime,sql-convert",312,312
18,892490,26320901,Cannot install NodeJs: /usr/bin/env: node: No such file or directory,"node.js,ubuntu,gruntjs,npm-install,node-modules",312,312
16,1485701,38016143,How can I delete derived data in Xcode 8?,"xcode,xcode8",312,312
21,4396258,28302019,Getting a “This application is modifying the autolayout engine from a background thread” error?,"swift,macos,autolayout,background-thread",312,312
10,35580,273262,Best practices with STDIN in Ruby? [closed],"ruby,stdin",313,313
10,32030,242926,Comparison of C++ unit test frameworks [closed],"c++,unit-testing,cppunit,googletest,boost-test",313,313
8,650722,9575739,How to replace four spaces with a tab in Sublime Text 2?,"editor,sublimetext",312,312
29,1887320,14933330,Datepicker: How to popup datepicker when click on edittext,"android,android-datepicker",312,312
14,3320135,26646362,NumPy array is not JSON serializable,"python,json,django,numpy",312,312
11,297015,16176990,Proper Repository Pattern Design in PHP?,"php,database,laravel,repository,repository-pattern",313,313
12,84478,2651112,Is recursion ever faster than looping?,"performance,loops,recursion,iteration",313,313
18,63898,4813947,How can I know which parts in the code are never used?,"c++,optimization,dead-code",313,313
8,67153,8945879,How to get body of a POST in php?,"php,rest,post",311,311
6,1474402,15311969,Checking the equality of two slices,"go,go-reflect",313,313
7,311660,4581791,How do the major C# DI/IoC frameworks compare? [closed],"c#,dependency-injection,unity-container,ioc-container,ninject",313,313
9,75173,3724487,Rails Root directory path?,ruby-on-rails,311,311
4,211631,2172943,Size of character ('a') in C/C++,"c++,c,types",313,313
8,145,384759,How to convert a PIL Image into a numpy array?,"python,image,numpy,python-imaging-library,numpy-ndarray",311,311
10,69803,580160,How to convert a Collection to List?,"java,list,sorting,collections,apache-commons-collection",311,311
